Key,Value
507,"Una runa está grabada en la tierra.[/record]
Sientes una vaga sensación de inquietud.[/record]
Ves movimiento en la maleza.[/end]"
508,"Un extraño silencio te envuelve.[/record]
Una bandada de cuervos pasa por encima.[/record]
Huesos secos están esparcidos por doquier.[/end]"
509,"Notas un olor acre.[/record]
Tus ojos escuecen de repente.[/record]
El suelo aquí vibra débilmente.[/end]"
510,"Excrementos de arpía ensucian el suelo.[/record]
El aroma a carroña flota en el aire.[/record]
Grandes plumas yacen esparcidas.[/end]"
511,"Pasas junto a un muro bajo de piedra.[/record]
Los adoquines resuenan bajo tus pies.[/record]
Las enredaderas cubren montones de escombros.[/end]"
512,"Aparatas enormes telarañas.[/record]
Telas de araña cuelgan de los árboles.[/record]
Mmm. Ni un solo mosquito.[/end]"
513,"Huellas enormes cruzan tu camino.[/record]
El humo se eleva a lo lejos.[/record]
Huesos roídos ensucian el suelo.[/end]"
514,"Huesos calcinados por doquier.[/record]
Los árboles aquí están carbonizados.[/record]
El aire parece más cálido aquí.[/end]"
515,"Hueles a humo de leña.[/record]
Alguien ha pasado por aquí hace poco.[/record]
Un caballo relincha a lo lejos.[/end]"
516,"Afloramientos de piedra salpican la zona.[/record]
Pasas junto a varias rocas de lava.[/record]
Todo aquí está cubierto de ceniza.[/end]"
517,"Algo ha estado cavando en la arena.[/record]
Eso parecen rastros de escorpión.[/record]
¿Qué es ese crujido?[/end]"
518,"Hueles a tierra recién removida.[/record]
Un lamento fantasmal te estremece.[/record]
Un cuervo grazna a lo lejos.[/end]"
520,"Un grito fantasmal rompe el silencio.[/record]
Tropiezas con una lápida caída.[/record]
Una tumba abierta bosteza en tu camino.[/end]"
521,"Hueles a orcos. Definitivamente orcos.[/record]
Los orcos han pisoteado el suelo aquí.[/record]
Un grito ronco te hace detenerte en seco.[/end]"
522,"Alguien ha despejado la maleza aquí.[/record]
Pasas junto a una pila de leña.[/record]
Un pájaro canta cerca.[/end]"
523,"Una campana dobla cerca.[/record]
Un cadáver putrefacto cuelga de un árbol.[/record]
Un grito de desesperación resuena.[/end]"
524,"Pasas por una fila de columnas caídas.[/record]
Enredaderas cubren piedras revueltas.[/record]
Una estatua decapitada yace en el polvo.[/end]"
525,"Trepas por montones de grava.[/record]
Un foso profundo casi bloquea tu camino.[/record]
Pasas por un montón de palas oxidadas.[/end]"
526,"Una brisa húmeda despeina tu cabello.[/record]
Un manantial brota del suelo.[/record]
Eso parece un sendero.[/end]"
527,"La sangre empapa la tierra aquí.[/record]
Sientes que te están observando.[/record]
Pasas por un círculo pisoteado en la tierra.[/end]"
528,"Un enorme murciélago vuela sobre ti.[/record]
Un lobo aúlla, no muy lejos.[/record]
El aire está quieto y es opresivo.[/end]"
529,"El suelo vibra bajo tus pies.[/record]
Una neblina verde hace que te escuezan los ojos.[/record]
Notas un fuerte olor acre.[/end]"
530,"Pasas por encima de un cadáver a medio comer.[/record]
Hay plumas de arpía por todas partes.[/record]
Casi te dan arcadas por el hedor fétido.[/end]"
531,"Un adoquín suelto casi te hace tropezar.[/record]
Tu camino está flanqueado por mampostería caída.[/record]
Pasas junto a campos descuidados.[/end]"
532,"Incluso los insectos han enmudecido.[/record]
Atraviesas una enorme telaraña.[/record]
Grandes arañas huyen de tu camino.[/end]"
533,"Hay huellas por doquier. Huellas GRANDES.[/record]
Pasas junto a varios árboles arrancados.[/record]
Una enorme hoguera humea cerca.[/end]"
534,"El suelo está ennegrecido por el fuego.[/record]
Definitivamente hace más calor.[/record]
Pasas junto a un esqueleto carbonizado.[/end]"
535,"Pasas junto a una fogata humeante.[/record]
Un cartel advierte: ""Cuidado con los intrusos"".[/record]
Un búho ulula suavemente cerca.[/end]"
536,"El vapor surge de grietas en la tierra.[/record]
Un manantial termal burbujea cerca.[/record]
Un sendero serpentea entre las rocas.[/end]"
537,"Pasas por un foso de arena poco profundo.[/record]
Rastros de escorpión cruzan la zona.[/record]
Un fuerte crujido te sobresalta.[/end]"
538,"Hueles a muertos recién enterrados.[/record]
Surcos de carromato se alejan un trecho.[/record]
Flores blancas ensucian el sendero.[/end]"
550,"El Gremio de Ladrones soborna al juez,[/center]
y eres declarado inocente.[/center]
[/end]"
551,"La Hermandad Oscura soborna al juez,[/center]
y eres declarado inocente.[/center]
[/end]"
600,"Bueno, tenía trabajo, pero contraté al[/center]
Gremio de Guerreros para hacerlo.[/record]
Ese canalla... alguien ha estado[/center]
difundiendo rumores de que necesito ayuda.[/center]
No necesito ayuda en nada.[/record]
Llegas tarde. Le di el trabajo[/center]
a un guerrero mago.[/center]
[/record]
Sí, tenía trabajo. Pero la situación[/center]
se ha resuelto sola. Gracias de todos modos.[/center]
[/end]"
606,"Sí, eres digno de unirte al Gremio de Magos.[/center]
Como aprendiz, puedes usar el creador de hechizos[/center]
y recibir entrenamiento en sus habilidades.[/center]
Más tarde, podrás usar la biblioteca,[/center]
comprar objetos mágicos e incluso crearlos.[/center]
¿Estás interesado en unirte?[/center]
[/end]"
611,"Lamento decir que no cumples los requisitos[/center]
para unirte al gremio.[/center]
[/center]
Solo aceptamos miembros con cierto grado de[/center]
habilidad en al menos una ciencia mágica.[/center]
[/record]
Lamento decir que no cumples los requisitos[/center]
para unirte al gremio.[/center]
[/center]
No aceptamos magos neófitos. Solo se permite[/center]
la entrada a eruditos dedicados a al menos[/center]
una de las ciencias mágicas.[/center]
[/record]
Lamento decir que no cumples los requisitos[/center]
para unirte al gremio.[/center]
[/center]
Si dedicaras tiempo y esfuerzo a mejorar[/center]
en al menos una de las seis ciencias mágicas,[/center]
podríamos reconsiderarlo.[/center]
[/end]"
612,"Lamento decir que no cumples los requisitos[/center]
para unirte al gremio.[/center]
[/center]
Para ser franco, no tienes la mejor reputación[/center]
entre los miembros de la intelectualidad.[/center]
[/record]
Lamento decir que no cumples los requisitos[/center]
para unirte al gremio.[/center]
[/center]
Tu nombre nos resulta familiar, y para ser honestos,[/center]
no bajo una luz muy favorable.[/center]
[/record]
Lamento decir que no cumples los requisitos[/center]
para unirte al gremio.[/center]
[/center]
Lamentablemente, llegas con una reputación[/center]
poco ejemplar, joven %ra. Deberías considerar[/center]
mejorarla antes de regresar.[/center]
[/end]"
666,"Felicidades, %pcn. Has sido ascendido[/center]
al rango de %lev, con todos los derechos y[/center]
honores que lo acompañan. Recuerda, en la[/center]
Hermandad no vivimos de logros pasados.[/center]
[/end]"
667,"Es mi deber informarte que has sido[/center]
degradado oficialmente al rango de %lev.[/center]
Te recuerdo, %pcf, que exigimos a nuestros[/center]
miembros trabajar cada vez más duro, no[/center]
dormirse en los laureles.[/center]
[/record]
Siento ser yo quien te diga que has[/center]
sido degradado, %pcn.[/center]
[/record]
Los ancianos no están satisfechos contigo,[/center]
%pcn. Has sido degradado.[/center]
[/record]
Has sido degradado, %pcn.[/center]
Siento ser el primero en decírtelo.[/center]
[/record]
Tu insuficiencia ha sido notada por los ancianos,[/center]
%pcn. Te han degradado.[/center]
[/record]
Los ancianos han decidido que tu incompetencia[/center]
merece una degradación, %pcn.[/center]
[/record]
No debería sorprenderte oír que los ancianos[/center]
han recompensado tu ineptitud con una[/center]
degradación.[/center]
[/end]"
668,"%pcn, has sido una decepción últimamente.[/center]
Por la presente, dejas de ser elegible para[/center]
recibir cualquier beneficio como miembro.[/center]
Quizás vuelvas al redil algún día,[/center]
pero por ahora, eres anatema.[/center]
[/record]
Ya no tienes derechos aquí, %pcn.[/center]
Los ancianos han decidido expulsarte.[/center]
[/record]
Me temo que no has hecho suficientes contactos[/center]
como para salvar tu reputación.[/center]
A partir de ahora quedas expulsado, %pcn.[/center]
[/record]
Todos los honores y derechos se pierden,[/center]
%pcn. Has sido expulsado.[/center]
[/end]"
679,"El Gremio de Guerreros ofrece brazos fuertes y[/center]
hojas afiladas para quien esté dispuesto a pagar.[/center]
Si buscas acción constante y un flujo estable[/center]
de oro, este es tu gremio. Es mucho mejor que[/center]
esas órdenes de caballería. ¿Sabías que a ellos[/center]
ni siquiera les pagan?[/center]
[/record]
El Gremio de Guerreros tiene fama de no ser[/center]
muy selectivo con sus miembros. Nada más lejos[/center]
de la realidad. Eres el tipo de calaña que nos[/center]
da mala fama. Mejora esa reputación y entonces[/center]
hablaremos de unirte al gremio.[/center]
[/end]"
680,"Lo siento, %ra. Buscamos guerreros de verdad[/center]
en el Gremio de Guerreros. Vuelve cuando hayas[/center]
aprendido algo sobre armas, ¿vale?[/center]
[/end]"
681,"Sí, pareces el tipo de guerrero que nos vendría[/center]
bien en el Gremio de Guerreros. Ofrecemos[/center]
entrenamiento, descuentos en reparaciones de[/center]
equipo y asignaciones de trabajo muy rentables.[/center]
Además, siempre tendrás un lugar donde[/center]
descansar en cualquier Gremio de Guerreros.[/center]
¿Estás interesado?[/center]
[/end]"
684,"Excelente. Bienvenido al Gremio de Guerreros,[/center]
%pcf. Tu rango actual es %lev.[/center]
[/end]"
686,"Felicidades, %pcf. Debido a tu destacada[/center]
destreza con las armas, te hemos ascendido[/center]
al rango de %lev en el gremio.[/center]
Entre otros beneficios, este ascenso supone[/center]
reparaciones más baratas y mejores encargos.[/center]
[/end]"
702,"Tu corazón es más grande que tu bolsillo.[/center]
Solo llevas %gii piezas de oro contigo.[/center]
[/record]
Tristemente, solo llevas %gii piezas de oro.[/center]
[/record]
No puedes, por desgracia, dar más de %gii piezas.[/center]
Eso es todo lo que llevas encima ahora mismo.[/center]
[/end]"
703,"Gracias por tu donación. Quizás %god vea[/center]
con mejores ojos tus transgresiones en el futuro.[/center]
[/record]
Ciertamente %gdd acepta todas las donaciones,[/center]
pero no esperes milagros. Eso requiere algo[/center]
más que un montón de oro.[/center]
[/record]
Te agradezco la donación, pero te advierto que[/center]
no pienses que %god está en venta para[/center]
cualquier tipo de transgresor.[/center]
[/end]"
705,"Sentirás que durante los próximos días[/center]
Zen ha bendecido tu habilidad mercantil.[/center]
[/end]"
707,"Sentirás que durante los próximos días[/center]
Mara ha fortalecido tu ingenio y encanto natural.[/end]"
709,"Sentirás que durante los próximos días[/center]
Akatosh ha bendecido tu tiempo de viaje.[/center]
[/end]"
710,"Sentirás que durante los próximos días[/center]
Julianos ha bendecido tu inteligencia.[/center]
[/end]"
712,"Sentirás que durante los próximos días[/center]
Dibella ha bendecido tu suerte.[/center]
[/end]"
716,"Sentirás que durante los próximos días[/center]
Stendarr ha bendecido tu reputación con la ley.[/center]
[/end]"
717,"Sentirás que durante los próximos días[/center]
Kynareth ha bendecido tu resistencia.[/center]
[/end]"
740,"Sí, eres digno de unirte al Templo.[/center]
%fon te acogerá como miembro.[/center]
¿Estás interesado en unirte?[/center]
[/end]"
744,"Lo siento, no eres apto para unirte a la orden.[/center]
Solo aceptamos miembros con cierta destreza en[/center]
al menos una de las habilidades honradas por %god.[/center]
[/record]
Lo siento, no eres apto para la orden. Solo personas[/center]
dedicadas a al menos una de las habilidades[/center]
sagradas para %god.[/center]
[/record]
Lo siento, no eres apto. Si dedicaras tiempo[/center]
a mejorar en una de las habilidades importantes[/center]
para %god, podríamos reconsiderarlo.[/center]
[/end]"
745,"Lo siento, no eres apto para unirte a la orden.[/center]
Para ser franco, no tienes la mejor reputación[/center]
entre los miembros de nuestro templo.[/center]
[/record]
Lo siento, no eres apto. Tu nombre nos resulta[/center]
familiar, y no de forma muy favorable.[/center]
[/record]
Lo siento, no eres apto. Llegas con una reputación[/center]
poco ejemplar, joven %ra. Mejórala y vuelve.[/center]
[/end]"
750,"Lo siento, no eres apto para la orden.[/center]
Verás, necesitamos guerreros, y no tienes la[/center]
destreza con las armas necesaria para ser uno.[/center]
[/record]
Lo siento, no eres apto. Quizás si fortalecieras[/center]
tu habilidad con las armas podrías sernos útil[/center]
en el futuro.[/center]
[/record]
Lo siento, no eres apto. Solo aceptamos a tipos[/center]
duros. Alguien que sepa usar una espada o un hacha.[/center]
Y ese no eres tú.[/center]
[/end]"
751,"Lo siento, no podéis uniros a la orden.[/center]
Los %fon tienen una reputación[/center]
impecable en %reg. No podemos[/center]
comprometer a la Orden aceptando a[/center]
caballeros... menos valorados.[/center]
[/record]
Lo siento, no podéis uniros a la orden.[/center]
Aún no sois de confianza. Podéis[/center]
trabajar en ello y volver a hablarme.[/center]
[/record]
Lo siento, no podéis uniros a la orden.[/center]
Aún no os habéis labrado un buen[/center]
nombre.[/center]
[/end]"
752,"Ah, %pcn, vuestra reputación os precede.[/center]
%fon siempre tiene sitio para un[/center]
caballero hábil de alta moral.[/center]
Os pido humildemente que os unáis.[/center]
[/end]"
850,"Oda a [/record]
Soneto a [/record]
Soneto de amor a [/record]
Sobre el tema de [/record]
Mis pensamientos sobre [/record]
Canto a [/record]
A [/record]
Adiós a [/record]
Mi [/record]
No olvides a [/record]
En defensa de [/record]
Oh, [/record]
Dulcísima [/record]
No me importa [/record]
Despiadada [/record]
Culpa solo a [/record]
La sabiduría de [/record]
Lírica [/record]
Investigación sobre [/record]
Maldito [/record]
El rapto de [/record]
Perdido [/record]
Alegre [/record]
Falso [/record]
La doma de [/record]
Adoración [/record]
La rueda de [/record]
Medianoche de [/record]
Invierno de [/record]
Primavera de [/record]
Triste [/record]
La llave de [/end]"
851,"Amor[/record]
Amor[/record]
Amor[/record]
Amor[/record]
Mi Señora[/record]
Deseo[/record]
Ternura[/record]
Anhelo[/record]
Pasión[/record]
Devoción[/record]
Capricho[/record]
Ardor[/record]
Mi Querida[/record]
Amor Verdadero[/record]
Amantes[/record]
Juventud[/record]
Inocencia[/end]"
852,"El cuento de [/record]
%3hn y [/record]
%3hn y [/record]
%3hn y [/record]
%3hn y [/record]
%2hn y [/record]
La batalla de [/record]
La balada de [/record]
La historia de [/record]
La canción de [/record]
La épica de [/record]
La aventura de [/record]
La saga de [/record]
El vagabundeo de [/end]"
